Data Medicao,INSOLACAO TOTAL; DIARIO(h),PRECIPITACAO TOTAL; DIARIO(mm),TEMPERATURA MEDIA COMPENSADA; DIARIA(°C),UMIDADE RELATIVA DO AR; MEDIA DIARIA(%),VENTO; VELOCIDADE MEDIA DIARIA(m/s),has_Foco
18/11,6.5,0.0,23.18,72.5,1.02888,0
19/11,6.0,0.0,24.14,67.5,1.54332,0
20/11,3.0,0.0,23.9,73.0,1.37184,0
21/11,4.8,0.5,23.58,72.25,2.40072,0
22/11,8.4,0.0,25.34,63.75,1.88628,0
23/11,5.5,0.0,24.62,70.25,1.54332,0
24/11,8.5,0.0,26.12,59.5,1.54332,0
25/11,3.6,0.2,23.02,86.75,2.05776,0
26/11,10.5,2.8,23.98,66.5,2.05776,0
27/11,5.3,0.0,24.46,68.75,1.54332,0
28/11,8.4,0.0,24.42,64.75,1.54332,0
29/11,11.3,0.0,24.74,62.75,1.20036,0
30/11,3.4,0.0,24.3,69.5,2.05776,0
01/12,3.0,0.0,24.78,71.5,1.54332,0
02/12,0.0,0.0,24.1,75.0,1.20036,0
03/12,3.4,0.0,25.18,71.75,1.20036,0
04/12,8.5,0.0,25.96,62.0,1.88628,0
05/12,9.8,0.0,27.44,58.0,2.05776,0
06/12,10.3,0.0,28.04,59.75,2.5722,0
07/12,3.6,0.0,26.86,64.75,2.40072,0
08/12,3.9,0.0,24.92,77.75,1.7148,0
09/12,4.3,25.9,24.96,74.5,3.6010800000000005,0
10/12,2.1,0.7,24.56,71.0,4.287,0
11/12,1.5,0.0,26.46,62.75,2.5722,0
12/12,3.2,0.0,26.18,76.0,1.02888,0
13/12,0.7,1.3,23.52,83.25,1.7148,0
14/12,8.3,0.0,24.76,72.25,1.54332,0
15/12,5.2,0.0,24.78,71.75,2.2292400000000003,0
16/12,3.3,4.1,21.86,82.0,1.20036,0
17/12,6.4,0.2,25.2,66.0,1.20036,0
18/12,4.2,12.0,24.7,71.25,2.40072,0
19/12,7.2,5.8,24.0,71.75,2.40072,0
20/12,7.8,0.4,25.04,71.75,1.54332,0
21/12,8.7,1.0,25.56,66.0,1.54332,0
22/12,6.0,0.0,25.36,68.25,1.88628,0
23/12,5.9,0.0,24.88,70.25,1.88628,0
24/12,9.3,0.0,24.98,66.75,2.40072,0
25/12,5.2,0.0,24.46,69.0,1.88628,0
26/12,6.1,0.0,25.12,67.75,0.68592,0
27/12,7.4,0.0,25.56,65.5,1.20036,0
28/12,6.5,0.0,25.24,66.0,1.02888,0
29/12,6.6,0.0,25.62,67.5,1.54332,0
30/12,6.0,0.2,26.52,60.0,1.54332,0
31/12,4.0,0.0,25.6,64.5,1.88628,0
01/01,5.5,0.0,25.86,69.0,1.7148,0
02/01,6.4,0.0,26.58,66.25,1.88628,0
03/01,7.0,0.0,28.06,59.5,1.54332,0
04/01,3.6,0.0,25.0,74.75,1.88628,0
05/01,7.1,21.6,23.54,78.5,1.02888,0
06/01,8.4,0.0,24.56,68.0,2.5722,0
07/01,7.0,19.5,23.88,78.0,1.54332,0
08/01,10.5,0.0,25.64,62.0,2.40072,0
09/01,6.0,0.0,24.6,77.0,2.74368,0
10/01,2.5,0.0,23.72,84.5,2.5722,0
11/01,6.2,9.6,23.34,77.5,2.74368,0
12/01,9.0,0.0,25.02,65.75,1.54332,0
13/01,5.9,0.0,24.76,63.5,1.88628,0
14/01,6.1,0.3,25.1,64.0,1.54332,0
15/01,9.6,3.6,25.66,64.25,1.88628,0
16/01,10.7,0.0,26.32,57.0,2.2292400000000003,0
17/01,11.2,0.0,25.56,62.25,2.05776,0
18/01,7.2,0.0,25.6,66.75,2.74368,0
19/01,10.6,0.0,25.16,74.75,2.74368,0
20/01,6.9,2.1,26.48,63.25,2.40072,0
21/01,8.2,0.0,26.42,58.5,1.88628,0
22/01,9.2,0.0,25.96,60.0,2.05776,0
23/01,7.2,0.0,26.58,59.5,1.88628,0
24/01,11.3,0.0,26.84,57.0,1.88628,0
25/01,7.3,3.8,26.6,59.0,1.54332,0
26/01,4.8,0.0,26.26,65.25,1.54332,0
27/01,7.4,0.1,26.44,64.75,2.40072,0
28/01,6.5,0.3,26.96,59.25,1.02888,0
29/01,8.9,0.0,27.02,60.5,1.02888,0
30/01,9.2,0.0,27.28,58.5,1.54332,0
31/01,3.4,0.0,28.14,61.75,1.37184,0
01/02,3.3,0.0,26.82,59.5,2.40072,0
02/02,7.1,0.0,27.0,58.75,1.37184,0
03/02,0.0,18.4,23.04,84.75,1.7148,0
04/02,0.0,7.8,22.32,84.5,2.74368,0
05/02,2.6,24.2,23.94,81.0,1.37184,0
06/02,1.7,4.5,24.22,85.0,1.88628,0
07/02,0.0,4.4,22.8,80.0,0.34296,0
08/02,3.4,1.0,24.08,82.25,1.88628,0
09/02,5.2,32.9,24.38,80.75,1.54332,0
10/02,6.8,4.5,24.48,72.5,1.20036,0
11/02,5.9,15.2,23.2,79.0,2.40072,0
12/02,11.2,0.2,25.1,66.0,2.05776,0
13/02,9.7,0.0,25.08,67.5,2.05776,0
14/02,10.8,1.1,25.42,67.0,2.05776,1
15/02,8.2,0.0,25.62,67.25,1.88628,0
16/02,9.3,1.2,25.94,64.25,2.74368,0
17/02,8.0,0.0,25.46,67.0,2.40072,0
18/02,6.6,0.4,25.48,65.5,1.37184,0
19/02,7.2,3.1,24.86,69.0,1.37184,0
20/02,7.3,0.0,25.5,65.75,1.20036,1
21/02,7.1,0.0,26.48,65.75,2.40072,1
22/02,6.3,0.0,26.5,64.0,1.88628,1
23/02,7.4,0.0,28.18,57.75,1.54332,0
24/02,8.8,0.8,27.64,61.0,1.88628,1
25/02,4.4,3.3,24.7,68.25,1.7148,0
26/02,11.2,3.0,24.82,69.25,1.02888,0
27/02,9.9,0.0,26.46,65.25,1.88628,0
28/02,10.4,0.0,26.38,64.0,1.88628,0
01/03,11.4,0.0,26.32,59.5,1.88628,0
02/03,9.4,0.0,27.48,57.5,1.7148,0
03/03,8.2,0.0,26.92,62.75,1.54332,1
04/03,8.6,0.0,27.08,62.0,1.37184,1
05/03,8.0,0.0,27.88,55.5,2.05776,1
06/03,8.1,0.0,28.5,59.25,2.74368,0
07/03,7.6,0.0,25.62,78.0,2.2292400000000003,0
08/03,1.1,9.1,24.36,85.75,2.05776,0
09/03,7.3,4.7,26.14,72.0,2.74368,0
10/03,4.7,1.8,25.82,72.0,1.02888,0
11/03,0.7,44.2,23.86,77.75,1.02888,0
12/03,5.3,4.7,25.42,77.75,1.54332,0
13/03,5.5,12.3,26.66,68.75,2.5722,0
14/03,9.3,0.2,25.76,73.5,1.54332,0
15/03,5.9,0.8,25.28,74.0,2.40072,0
16/03,6.8,0.0,25.58,74.0,1.54332,0
17/03,6.9,0.0,25.24,74.25,2.05776,0
18/03,4.9,2.3,24.9,78.5,2.5722,0
19/03,7.6,0.0,25.18,72.25,1.54332,0
20/03,6.8,0.7,25.1,71.0,1.88628,0
21/03,3.3,0.1,25.38,71.0,1.37184,0
22/03,8.6,66.4,24.46,76.25,2.74368,0
23/03,4.0,19.2,23.08,89.25,1.54332,0
24/03,5.7,4.8,23.02,80.25,1.37184,0
25/03,4.2,28.8,22.42,86.0,1.88628,0
26/03,4.7,16.9,22.52,83.5,1.54332,0
27/03,10.8,3.2,25.12,70.25,2.2292400000000003,0
28/03,6.0,0.7,23.72,79.25,2.2292400000000003,0
29/03,5.2,4.2,22.84,86.25,1.88628,0
30/03,6.4,1.3,22.98,85.25,2.40072,0
31/03,8.8,3.4,24.74,71.5,2.05776,0
01/04,7.2,0.0,24.9,72.0,2.40072,0
02/04,8.7,0.0,24.92,70.75,1.54332,0
03/04,6.2,0.2,25.14,71.25,1.88628,0
04/04,8.2,0.0,25.74,72.5,1.54332,0
05/04,8.0,0.2,25.96,70.5,2.05776,0
06/04,6.7,0.1,24.98,71.75,2.05776,0
07/04,7.3,0.0,24.22,74.0,0.77166,0
08/04,10.6,0.0,23.9,68.5,1.54332,0
09/04,7.5,0.0,24.66,68.0,2.2292400000000003,0
10/04,8.1,11.0,23.62,74.75,1.54332,0
11/04,5.2,0.9,22.32,87.5,2.40072,0
12/04,1.4,12.6,22.16,88.75,2.05776,0
13/04,5.4,10.3,22.92,83.25,2.40072,0
14/04,5.5,3.1,22.92,83.0,2.5722,0
15/04,7.5,4.2,23.14,84.5,1.54332,0
16/04,8.2,4.3,22.98,79.25,1.54332,0
17/04,4.1,5.7,21.74,88.75,1.54332,0
18/04,0.1,10.0,21.58,84.75,3.08664,0
19/04,1.5,0.3,23.76,75.75,2.74368,0
20/04,7.8,0.3,23.2,80.25,2.40072,0
21/04,4.8,0.8,22.38,82.5,1.54332,0
22/04,3.2,0.8,22.98,78.5,1.88628,0
23/04,4.4,0.0,22.84,85.0,1.88628,0
24/04,3.9,6.1,22.9,81.5,2.05776,0
25/04,6.4,2.0,23.4,77.5,2.40072,0
26/04,4.5,0.2,23.0,82.75,1.54332,0
27/04,8.0,0.2,24.24,73.5,2.05776,0
28/04,9.8,0.1,24.8,71.25,2.9151599999999998,0
29/04,6.8,0.1,23.88,74.0,2.5722,0
30/04,3.5,0.0,23.06,77.25,2.40072,0
01/05,7.0,0.0,24.02,76.75,1.88628,0
02/05,3.7,1.1,23.38,85.75,2.5722,0
03/05,9.1,16.2,24.0,76.5,2.40072,0
04/05,2.8,1.3,22.18,91.0,2.40072,0
05/05,0.0,22.3,21.32,89.75,1.88628,0
06/05,0.8,5.3,22.18,84.5,1.88628,0
07/05,6.9,0.0,23.6,74.5,2.05776,0
08/05,7.9,0.0,22.3,77.75,1.54332,0
09/05,7.4,0.4,22.16,74.25,1.54332,0
10/05,9.7,0.0,21.42,75.75,2.05776,0
11/05,9.8,0.0,22.32,74.0,2.05776,0
12/05,8.8,0.5,23.3,73.25,1.54332,0
13/05,2.3,0.0,23.24,79.5,1.54332,0
14/05,8.3,1.0,23.76,78.0,2.05776,0
15/05,6.0,0.5,21.88,82.25,2.05776,0
16/05,2.2,0.0,22.26,85.0,1.02888,0
17/05,6.7,3.1,23.68,78.5,1.37184,0
18/05,8.7,0.0,23.42,75.75,1.54332,0
19/05,5.7,0.0,22.72,80.75,1.54332,0
20/05,9.5,0.0,23.36,73.5,1.88628,0
21/05,10.0,0.0,24.56,68.75,2.05776,0
22/05,6.8,0.0,23.98,77.5,1.20036,0
23/05,3.4,0.0,23.72,80.75,2.40072,0
24/05,9.2,4.2,23.62,71.75,2.5722,0
25/05,1.5,0.0,21.66,83.25,3.6010800000000005,0
26/05,4.0,6.6,20.64,87.0,2.5722,0
27/05,4.8,4.7,21.26,86.5,2.05776,0
28/05,1.6,0.5,21.74,80.5,5.1444,0
29/05,5.3,0.6,21.72,80.0,3.08664,0
30/05,3.5,0.3,20.1,85.75,2.9151599999999998,0
31/05,7.5,0.0,20.9,83.5,2.05776,0
01/06,8.2,0.1,22.72,72.75,1.7148,0
02/06,1.6,1.9,22.06,84.25,1.54332,0
03/06,3.6,9.2,21.86,89.0,1.54332,0
04/06,2.8,40.6,21.92,92.0,1.20036,0
05/06,3.9,23.7,21.4,89.0,1.54332,0
06/06,3.3,22.1,21.12,91.0,2.05776,0
07/06,7.1,0.9,22.08,85.0,1.54332,0
08/06,5.6,0.0,21.94,82.75,1.37184,0
09/06,4.9,0.2,22.32,89.75,1.88628,0
10/06,6.3,16.4,22.54,78.75,1.37184,0
11/06,5.1,0.4,21.8,84.25,2.5722,0
12/06,6.7,2.0,22.54,82.25,1.54332,0
13/06,5.0,5.4,21.5,87.25,1.88628,0
14/06,8.3,0.1,21.28,77.75,1.54332,0
15/06,4.2,3.0,20.3,88.25,1.37184,0
16/06,9.4,0.0,20.44,87.0,1.20036,0
17/06,8.5,5.0,20.36,90.0,1.54332,0
18/06,8.4,0.0,20.54,86.5,1.88628,0
19/06,10.2,0.3,20.76,83.0,3.25812,0
20/06,10.0,0.0,19.76,81.5,2.5722,0
21/06,3.9,0.0,19.92,91.75,2.40072,0
22/06,8.7,0.2,19.56,82.75,1.20036,0
23/06,9.3,0.0,21.02,71.5,2.40072,0
24/06,9.9,0.0,21.82,64.75,3.08664,0
25/06,4.1,0.0,19.04,86.75,2.05776,0
26/06,9.0,0.4,21.36,77.75,1.88628,0
27/06,7.1,0.7,20.48,83.0,1.54332,0
28/06,1.8,0.2,20.76,85.75,2.9151599999999998,0
29/06,8.2,2.7,20.54,85.75,2.05776,0
30/06,6.5,6.7,20.9,87.5,2.2292400000000003,0
01/07,7.0,2.1,20.94,89.0,1.54332,0
02/07,7.6,0.0,21.86,80.0,2.40072,0
03/07,5.8,4.8,21.54,81.0,1.88628,0
04/07,8.1,0.0,21.74,70.5,1.54332,0
05/07,5.3,0.0,21.16,78.75,2.5722,0
06/07,5.8,0.0,21.72,81.25,2.5722,0
07/07,6.4,0.2,21.54,74.75,1.54332,0
08/07,6.8,0.0,20.3,76.0,1.37184,0
09/07,6.5,0.0,21.24,76.5,2.5722,0
10/07,8.9,0.0,20.98,74.5,1.88628,0
11/07,8.6,0.0,20.92,74.25,2.5722,0
12/07,8.5,0.0,22.3,72.5,2.5722,0
13/07,6.8,0.0,22.76,76.25,3.25812,0
14/07,6.7,1.0,20.74,89.25,2.05776,0
15/07,6.0,0.0,21.6,84.0,1.88628,0
16/07,8.8,0.0,21.12,79.5,3.25812,0
17/07,3.1,1.3,20.02,93.0,2.05776,0
18/07,3.0,5.2,19.08,90.0,1.54332,0
19/07,6.4,1.0,19.88,80.5,1.54332,0
20/07,3.3,0.7,19.48,89.5,2.5722,0
21/07,8.0,2.6,20.2,83.5,2.2292400000000003,0
22/07,9.5,0.0,21.22,73.25,3.08664,0
23/07,4.3,0.0,19.7,81.5,1.88628,0
24/07,7.6,0.0,20.4,78.75,1.20036,0
25/07,5.5,5.2,19.94,86.25,2.40072,0
26/07,7.6,0.5,21.32,79.0,2.40072,0
27/07,10.2,0.0,20.16,80.0,1.54332,0
28/07,8.6,0.0,20.32,87.5,2.5722,0
29/07,8.6,0.0,21.1,87.5,1.54332,0
30/07,7.0,0.0,20.68,76.5,2.05776,0
31/07,8.9,0.0,21.98,75.0,1.54332,0
01/08,8.0,0.0,22.16,73.0,2.05776,0
02/08,6.9,0.0,21.1,75.0,2.05776,0
03/08,8.6,0.0,21.22,75.0,2.05776,0
04/08,6.6,0.0,21.96,69.75,2.05776,0
05/08,7.1,0.0,22.78,69.0,2.05776,0
06/08,5.5,0.0,22.58,71.0,2.5722,0
07/08,9.9,0.0,23.24,66.75,2.05776,0
08/08,7.3,2.1,22.08,77.0,2.05776,0
09/08,8.1,0.1,21.66,73.75,1.54332,0
10/08,5.8,0.0,21.54,78.0,1.37184,0
11/08,4.2,0.0,21.7,82.0,1.20036,0
12/08,10.1,0.0,25.24,68.5,1.54332,0
13/08,5.3,0.1,24.56,68.0,1.54332,0
14/08,7.9,0.0,24.08,73.25,1.54332,0
15/08,7.3,0.2,23.2,72.0,2.05776,0
16/08,6.0,0.0,23.72,70.0,2.05776,0
17/08,4.3,0.0,22.44,73.75,2.5722,0
18/08,3.6,0.0,22.26,70.0,2.40072,0
19/08,1.3,0.0,22.78,70.0,2.5722,0
20/08,5.1,0.0,23.18,74.75,3.08664,0
21/08,4.6,0.5,21.7,86.75,2.5722,0
22/08,6.7,1.3,22.36,76.0,1.7148,0
23/08,5.2,0.3,21.76,75.75,1.88628,0
24/08,8.2,0.1,23.82,69.75,3.4296,0
25/08,7.1,0.0,23.0,74.0,1.54332,0
26/08,9.9,0.0,23.74,72.5,2.5722,0
27/08,4.4,0.0,21.72,74.75,1.88628,0
28/08,1.5,0.1,19.9,92.0,3.25812,0
29/08,7.1,10.1,21.04,76.25,1.88628,0
30/08,5.8,0.2,20.46,87.5,2.40072,0
31/08,1.3,3.5,19.6,93.75,2.40072,0
01/09,9.1,4.4,20.66,75.5,2.05776,0
02/09,10.6,0.0,22.32,63.0,2.40072,0
03/09,8.6,0.0,23.88,63.5,2.2292400000000003,0
04/09,5.3,0.0,22.96,70.75,1.88628,0
05/09,3.2,0.0,23.76,71.0,2.40072,0
06/09,2.9,0.0,23.82,66.0,2.9151599999999998,0
07/09,8.1,0.0,23.7,65.0,3.4296,0
08/09,5.0,3.6,21.24,75.0,1.54332,0
09/09,5.8,0.0,21.5,73.25,2.5722,0
10/09,6.8,0.0,23.14,65.0,2.5722,0
11/09,6.9,5.0,22.88,68.5,1.88628,0
12/09,9.8,0.0,24.04,56.25,2.5722,0
13/09,7.1,0.0,23.04,63.0,1.37184,0
14/09,2.0,0.0,20.82,83.0,2.05776,0
15/09,9.3,0.2,22.76,65.25,1.54332,0
16/09,7.4,0.0,24.32,66.0,1.54332,0
17/09,6.9,0.0,24.64,66.5,1.54332,0
18/09,9.2,0.0,25.6,55.25,2.05776,0
19/09,7.1,0.0,25.96,57.25,2.5722,0
20/09,8.7,0.4,24.7,59.25,3.4296,0
21/09,9.4,0.0,25.26,55.25,1.88628,0
22/09,6.8,0.0,23.9,63.75,1.54332,0
23/09,8.3,0.0,26.28,51.25,2.05776,0
24/09,9.1,0.0,25.62,58.0,2.40072,0
25/09,8.3,0.0,24.92,61.75,2.05776,0
26/09,9.1,0.0,25.3,59.25,2.05776,0
27/09,7.1,0.0,25.04,61.75,2.05776,0
28/09,6.3,0.0,24.34,64.75,1.54332,0
29/09,7.0,0.0,25.54,66.5,2.05776,0
30/09,9.5,0.0,25.96,65.25,1.88628,0
01/10,9.4,0.0,25.04,58.0,2.05776,0
02/10,9.4,0.0,25.48,58.0,2.05776,0
03/10,7.1,0.0,24.66,60.5,2.40072,0
04/10,6.0,0.0,25.86,61.5,2.05776,0
05/10,4.7,0.0,25.1,62.75,2.40072,0
06/10,9.6,0.0,25.92,53.25,2.05776,0
07/10,9.5,0.0,25.24,59.5,2.5722,1
08/10,7.3,0.0,25.72,56.75,2.05776,1
09/10,10.4,0.0,26.16,54.75,2.5722,0
10/10,10.4,0.0,25.54,50.75,2.05776,0
11/10,9.7,0.0,25.94,53.75,2.5722,0
12/10,10.2,0.0,25.94,58.75,3.08664,1
13/10,9.1,0.0,25.92,62.25,2.5722,1
14/10,7.5,0.0,,56.25,2.2292400000000003,1
15/10,7.8,0.0,27.6,57.0,1.54332,1
16/10,0.0,0.8,24.22,69.75,1.7148,1
17/10,5.2,0.2,26.1,64.25,2.2292400000000003,0
18/10,6.1,0.0,26.3,61.75,2.9151599999999998,0
19/10,4.9,0.0,26.14,60.75,2.40072,0
20/10,7.8,0.0,27.06,71.75,3.77256,0
21/10,0.0,144.7,21.38,84.5,2.5722,0
22/10,2.2,0.3,22.42,76.75,2.05776,0
23/10,5.4,0.0,25.04,68.5,2.05776,0
24/10,6.9,0.0,26.02,64.0,2.2292400000000003,0
25/10,11.2,0.0,26.9,58.0,1.54332,0
26/10,6.9,0.0,25.7,63.75,2.05776,0
27/10,3.7,0.0,26.94,58.5,1.37184,0
28/10,2.1,0.0,25.2,69.75,1.88628,0
29/10,4.8,3.0,24.98,72.75,1.54332,0
30/10,3.4,1.0,24.86,75.5,2.05776,0
31/10,5.1,0.4,24.72,73.0,2.05776,0
01/11,2.5,0.0,24.28,73.75,2.5722,0
02/11,5.0,0.0,24.68,70.5,2.05776,0
03/11,8.3,0.0,26.1,58.25,1.88628,0
04/11,5.8,0.0,26.84,61.25,2.05776,0
05/11,3.5,0.0,25.22,74.5,3.08664,0
06/11,0.8,0.0,23.44,81.5,1.54332,0
07/11,7.9,0.6,24.58,65.25,2.5722,0
08/11,5.9,1.5,24.88,71.25,2.40072,0
09/11,7.2,1.8,25.32,68.75,3.08664,0
10/11,5.1,0.8,24.4,68.25,2.5722,0
11/11,0.0,0.5,22.64,77.5,1.54332,0
12/11,1.0,22.4,22.42,86.5,1.88628,0
13/11,5.5,0.9,24.22,77.5,1.54332,0
14/11,5.8,0.0,24.18,75.0,2.05776,0
15/11,4.6,0.2,24.36,72.5,2.05776,0
16/11,4.8,0.0,23.44,78.0,2.5722,0
17/11,7.0,0.0,25.04,70.25,2.5722,0
18/11,10.9,0.0,26.02,61.25,2.74368,0
19/11,9.4,0.0,25.06,65.0,1.20036,0
20/11,8.0,0.0,25.74,61.0,1.88628,1
21/11,9.6,0.0,26.12,62.0,3.08664,0
22/11,9.4,0.0,26.34,60.5,3.08664,0
23/11,7.9,0.0,26.24,64.5,3.08664,0
24/11,8.2,0.0,25.72,64.25,1.54332,0
25/11,1.8,0.0,24.1,70.0,1.54332,0
26/11,0.0,44.4,20.66,92.5,1.88628,0
27/11,2.5,18.9,20.92,87.75,1.54332,0
28/11,1.5,8.2,22.02,81.5,2.05776,0
29/11,7.1,2.2,23.88,76.5,3.08664,0
30/11,7.8,0.4,25.02,71.5,2.05776,0
01/12,4.1,0.8,24.16,94.25,1.54332,0
02/12,3.1,4.1,23.94,89.25,2.5722,0
03/12,4.9,7.4,24.42,82.25,3.25812,0
04/12,1.6,75.3,23.62,88.5,1.88628,0
05/12,1.6,24.1,23.54,86.75,1.54332,0
06/12,4.3,27.1,24.92,72.0,3.08664,0
07/12,8.6,0.1,25.22,73.75,2.05776,0
08/12,7.6,0.0,23.96,73.5,2.40072,0
09/12,0.9,11.8,22.24,82.75,2.05776,0
10/12,6.0,12.4,22.66,85.5,2.40072,0
11/12,6.8,27.4,23.94,75.75,2.9151599999999998,0
12/12,6.1,0.0,23.8,75.0,2.5722,0
13/12,2.3,0.0,23.1,79.75,2.5722,0
14/12,11.3,0.0,23.98,74.5,1.88628,0
15/12,8.2,0.0,23.62,80.75,2.5722,0
16/12,3.9,3.8,23.04,87.5,1.54332,0
17/12,11.4,0.7,23.04,76.5,1.88628,0
18/12,5.9,0.0,23.1,77.25,1.20036,0
19/12,6.0,0.0,22.82,77.5,1.37184,0
20/12,8.6,0.0,23.06,77.5,1.7148,0
21/12,10.2,0.0,23.9,74.0,2.40072,0
22/12,4.1,0.0,22.64,79.5,1.02888,0
23/12,5.7,0.0,24.12,70.5,1.88628,0
24/12,7.7,0.0,25.08,71.75,1.88628,0
25/12,9.3,0.0,25.0,71.25,1.88628,0
26/12,9.3,0.0,25.56,68.5,2.05776,0
27/12,8.5,0.0,26.14,69.75,2.40072,0
28/12,9.8,0.0,25.96,72.0,1.88628,0
29/12,0.0,0.0,24.42,79.0,2.05776,0
30/12,0.9,0.0,23.82,80.25,1.7148,0
31/12,6.4,0.0,24.16,74.5,2.05776,0
01/01,9.6,0.0,26.18,68.25,3.08664,0
02/01,9.9,0.0,25.58,64.5,3.25812,0
03/01,10.9,0.0,24.34,64.75,2.2292400000000003,0
04/01,7.2,0.0,24.66,68.75,1.88628,0
05/01,6.1,0.0,25.32,67.25,2.05776,0
06/01,4.4,0.2,24.56,74.0,2.5722,0
07/01,1.6,0.0,23.82,73.25,1.54332,0
08/01,4.6,0.0,23.72,75.5,1.88628,0
09/01,7.4,0.3,24.3,69.75,2.05776,0
10/01,1.1,0.0,24.42,74.25,2.5722,0
11/01,5.4,0.0,25.34,70.25,1.54332,0
12/01,6.5,0.0,26.62,64.0,2.05776,0
13/01,10.7,1.0,25.88,60.0,2.05776,0
14/01,2.5,0.0,24.68,79.0,2.40072,0
15/01,8.0,0.2,26.66,64.75,2.05776,0
16/01,7.0,0.2,25.5,66.0,2.5722,0
17/01,9.6,0.0,25.18,65.75,2.05776,0
18/01,8.6,0.0,26.16,61.0,1.54332,0
19/01,11.3,0.0,26.06,60.0,2.05776,0
20/01,7.0,0.0,26.34,59.75,2.05776,0
21/01,10.9,0.0,26.96,59.0,2.05776,0
22/01,7.1,0.0,25.94,66.0,2.05776,0
23/01,10.3,0.0,26.78,61.25,2.05776,0
24/01,9.2,0.0,27.54,61.75,2.5722,0
25/01,7.2,0.0,26.54,62.75,2.05776,0
26/01,9.6,0.0,26.64,56.75,2.9151599999999998,0
27/01,9.3,0.0,26.98,59.25,2.5722,0
28/01,7.4,0.0,25.36,74.5,2.2292400000000003,0
29/01,8.7,0.1,25.58,66.25,3.08664,0
30/01,9.7,0.0,26.38,65.5,2.40072,0
31/01,10.7,0.0,27.2,60.5,2.5722,0
01/02,7.2,0.0,27.52,56.25,1.88628,0
02/02,6.8,0.0,26.8,61.5,2.5722,0
03/02,5.4,0.0,27.66,57.5,1.7148,0
04/02,4.4,0.0,28.9,51.75,1.54332,0
05/02,9.7,0.0,27.8,54.25,1.54332,0
06/02,7.0,1.0,27.68,58.0,2.05776,0
07/02,6.8,0.0,27.2,58.75,1.88628,0
08/02,6.8,0.0,26.84,58.75,2.05776,0
09/02,9.0,0.0,28.24,62.0,2.05776,0
10/02,8.1,1.5,26.42,59.75,2.5722,0
11/02,9.6,0.2,26.12,61.75,1.54332,0
12/02,11.2,0.0,27.48,57.5,2.05776,0
13/02,11.0,0.0,28.78,51.25,2.5722,0
14/02,6.0,0.9,27.24,57.0,1.7148,0
15/02,7.3,0.2,26.96,65.5,2.2292400000000003,0
16/02,,1.3,27.48,55.75,1.7148,0
17/02,5.3,0.1,28.44,54.5,3.08664,0
18/02,2.3,47.6,23.96,82.25,1.54332,0
19/02,8.9,2.4,26.64,63.0,2.05776,0
20/02,9.2,0.0,26.62,63.5,2.2292400000000003,0
21/02,9.4,0.0,27.1,65.0,2.5722,0
22/02,3.5,2.1,25.14,71.75,1.20036,0
23/02,6.3,2.6,25.64,67.0,2.05776,0
24/02,5.5,0.0,26.26,65.5,1.02888,0
25/02,8.7,0.0,26.58,60.75,1.54332,0
26/02,6.9,0.0,27.3,60.0,1.7148,0
27/02,6.4,0.0,26.68,62.5,1.54332,0
28/02,7.7,0.4,26.42,63.75,1.02888,0
01/03,8.7,0.0,26.34,63.5,2.9151599999999998,0
02/03,10.6,0.0,27.2,59.75,1.54332,0
03/03,10.3,0.0,25.52,75.25,3.08664,0
04/03,10.7,2.2,26.78,63.0,2.74368,0
05/03,9.8,0.3,25.56,75.75,1.88628,0
06/03,8.6,4.5,25.08,78.5,2.05776,0
07/03,9.4,0.7,25.52,77.5,2.9151599999999998,0
08/03,10.0,3.6,26.44,65.5,3.08664,0
09/03,9.7,0.0,27.48,60.0,2.40072,0
10/03,10.3,0.0,26.92,61.5,2.2292400000000003,0
11/03,10.9,0.0,25.84,62.5,2.40072,0
12/03,11.0,0.0,26.34,61.75,2.05776,0
13/03,10.5,0.0,27.52,58.5,2.9151599999999998,0
14/03,11.0,0.0,26.86,63.25,2.5722,0
15/03,7.7,0.0,27.04,61.0,2.5722,0
16/03,10.9,0.0,27.16,56.25,2.40072,0
17/03,8.6,0.0,26.4,56.25,2.9151599999999998,0
18/03,8.1,0.0,26.66,59.5,1.54332,0
19/03,9.0,0.0,28.88,53.75,2.05776,0
20/03,7.6,0.0,29.0,59.25,2.40072,0
21/03,0.5,11.8,23.58,83.75,2.5722,0
22/03,5.7,0.6,24.94,85.5,2.5722,0
23/03,3.5,48.3,23.62,79.5,1.88628,0
24/03,2.4,30.6,23.38,84.5,1.37184,0
25/03,1.6,41.5,23.56,87.5,1.37184,0
26/03,6.0,18.4,24.78,78.25,1.88628,0
27/03,6.9,0.0,24.8,79.25,1.54332,0
28/03,8.0,9.0,24.6,77.25,2.74368,0
29/03,10.0,0.0,25.34,71.25,2.74368,0
30/03,9.9,0.0,25.08,71.5,2.9151599999999998,0
31/03,9.3,2.2,25.22,78.25,2.5722,0
01/04,3.3,54.0,23.78,86.25,2.05776,0
02/04,6.3,,24.2,80.25,1.20036,0
03/04,7.9,0.2,25.08,78.75,2.5722,0
04/04,7.0,0.0,25.02,78.75,2.05776,0
05/04,7.4,0.2,25.48,73.5,2.5722,0
06/04,8.9,0.0,26.24,65.0,2.40072,0
07/04,8.7,0.0,25.74,67.5,2.5722,0
08/04,9.3,0.4,25.42,79.5,2.05776,0
09/04,7.4,4.8,25.84,77.5,1.7148,0
